index,timecode,seconds,frame_file,visual_change,screen_type,motion_observation,likely_production_method,replicable_with,notes_for_doubao_video
52,02:43,163.800,frames_change/052_0243_800_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
53,02:44,164.533,frames_change/053_0244_533_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
54,02:46,166.900,frames_change/054_0246_900_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
55,02:48,168.233,frames_change/055_0248_233_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
56,02:48,168.733,frames_change/056_0248_733_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
57,02:49,169.967,frames_change/057_0249_967_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
58,02:52,172.700,frames_change/058_0252_700_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
59,02:57,177.033,frames_change/059_0257_033_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
60,02:58,178.367,frames_change/060_0258_367_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
61,02:59,179.267,frames_change/061_0259_267_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
62,03:00,180.867,frames_change/062_0300_867_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
63,03:06,186.233,frames_change/063_0306_233_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
64,03:09,189.100,frames_change/064_0309_100_堆叠截图-舆论证据.jpg,截图层叠、网页或评论卡片切换,堆叠截图/舆论证据,每次新增一张卡或红框，节奏较快,截图叠层 + 红框,Remotion 层叠卡片,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
65,03:19,199.500,frames_change/065_0319_500_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
66,03:24,204.233,frames_change/066_0324_233_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
67,03:26,206.333,frames_change/067_0326_333_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
68,03:42,222.700,frames_change/068_0342_700_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
69,03:44,224.967,frames_change/069_0344_967_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
70,03:45,225.400,frames_change/070_0345_400_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
71,03:45,225.933,frames_change/071_0345_933_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
72,03:46,226.967,frames_change/072_0346_967_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
73,03:47,227.900,frames_change/073_0347_900_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
74,03:48,228.400,frames_change/074_0348_400_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
75,03:53,233.167,frames_change/075_0353_167_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
76,03:53,233.833,frames_change/076_0353_833_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
77,03:54,234.300,frames_change/077_0354_300_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
78,03:55,235.133,frames_change/078_0355_133_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
79,03:55,235.600,frames_change/079_0355_600_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
80,03:56,236.067,frames_change/080_0356_067_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
81,03:56,236.433,frames_change/081_0356_433_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
82,03:56,236.900,frames_change/082_0356_900_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
83,03:57,237.700,frames_change/083_0357_700_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
84,03:58,238.267,frames_change/084_0358_267_文件-产品 UI 小卡.jpg,文件、安装包、产品界面小卡变化,文件/产品 UI 小卡,小卡居中，背景网格不动,桌面/UI 截图,HTML 模拟 UI + Remotion,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
85,04:06,246.533,frames_change/085_0406_533_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
86,04:08,248.000,frames_change/086_0408_000_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
87,04:09,249.967,frames_change/087_0409_967_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
88,04:11,251.933,frames_change/088_0411_933_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
89,04:12,252.400,frames_change/089_0412_400_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
90,04:14,254.533,frames_change/090_0414_533_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
91,04:16,256.800,frames_change/091_0416_800_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
92,04:32,272.967,frames_change/092_0432_967_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
93,04:35,275.133,frames_change/093_0435_133_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
94,04:35,275.933,frames_change/094_0435_933_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
95,04:36,276.333,frames_change/095_0436_333_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
96,04:36,276.933,frames_change/096_0436_933_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
97,04:40,280.700,frames_change/097_0440_700_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
98,04:41,281.833,frames_change/098_0441_833_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
99,04:43,283.433,frames_change/099_0443_433_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
100,04:43,283.833,frames_change/100_0443_833_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
101,04:44,284.633,frames_change/101_0444_633_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
102,04:45,285.033,frames_change/102_0445_033_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
103,04:50,290.500,frames_change/103_0450_500_架构图-机制图.jpg,网络结构、节点或流程图变化,架构图/机制图,图示稳定，旁白解释关系,旧图截图或矢量重绘,Motion Canvas/Manim,可作为豆包视频同类镜头的画面节奏参考，不直接搬用原素材。
